,trackName,artistName,id,genre,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_href,uri,analysis_url
648,Life in the Fast Lane - 2013 Remaster,Eagles,6gXrEUzibufX9xYPk3HD5p,rock,0.0966,0.667,286220.0,0.755,6.94e-05,9.0,0.0523,-7.246,1.0,0.069,109.535,4.0,0.883,https://api.spotify.com/v1/tracks/6gXrEUzibufX9xYPk3HD5p,spotify:track:6gXrEUzibufX9xYPk3HD5p,https://api.spotify.com/v1/audio-analysis/6gXrEUzibufX9xYPk3HD5p
649,Seven Wonders - 2017 Remaster,Fleetwood Mac,1VN2vWSkSmMKOhxr8lHzSx,rock,0.0259,0.7070000000000001,222400.0,0.625,5.42e-05,4.0,0.10400000000000001,-9.529,1.0,0.0303,119.04899999999999,4.0,0.634,https://api.spotify.com/v1/tracks/1VN2vWSkSmMKOhxr8lHzSx,spotify:track:1VN2vWSkSmMKOhxr8lHzSx,https://api.spotify.com/v1/audio-analysis/1VN2vWSkSmMKOhxr8lHzSx
650,Rhiannon,Fleetwood Mac,05oETzWbd4SI33qK2gbJfR,rock,0.111,0.723,252773.0,0.49,0.0946,9.0,0.0923,-14.745,0.0,0.0296,129.012,4.0,0.795,https://api.spotify.com/v1/tracks/05oETzWbd4SI33qK2gbJfR,spotify:track:05oETzWbd4SI33qK2gbJfR,https://api.spotify.com/v1/audio-analysis/05oETzWbd4SI33qK2gbJfR
651,Little Lies - 2017 Remaster,Fleetwood Mac,4CoSCPlKNrWli7E5kFtbcl,rock,0.21600000000000003,0.64,221053.0,0.649,8.3e-05,2.0,0.0551,-10.345,1.0,0.0264,124.825,4.0,0.865,https://api.spotify.com/v1/tracks/4CoSCPlKNrWli7E5kFtbcl,spotify:track:4CoSCPlKNrWli7E5kFtbcl,https://api.spotify.com/v1/audio-analysis/4CoSCPlKNrWli7E5kFtbcl
652,Gypsy,Fleetwood Mac,19Ym5Sg0YyOCa6ao21bdoG,rock,0.017,0.622,264907.0,0.54,0.00771,5.0,0.265,-13.99,1.0,0.0261,130.879,4.0,0.847,https://api.spotify.com/v1/tracks/19Ym5Sg0YyOCa6ao21bdoG,spotify:track:19Ym5Sg0YyOCa6ao21bdoG,https://api.spotify.com/v1/audio-analysis/19Ym5Sg0YyOCa6ao21bdoG
653,Everywhere - 2017 Remaster,Fleetwood Mac,254bXAqt3zP6P50BdQvEsq,rock,0.258,0.73,226653.0,0.48700000000000004,0.01,4.0,0.0852,-10.991,1.0,0.0303,114.965,4.0,0.731,https://api.spotify.com/v1/tracks/254bXAqt3zP6P50BdQvEsq,spotify:track:254bXAqt3zP6P50BdQvEsq,https://api.spotify.com/v1/audio-analysis/254bXAqt3zP6P50BdQvEsq
654,Landslide,Fleetwood Mac,5ihS6UUlyQAfmp48eSkxuQ,rock,0.883,0.414,199493.0,0.161,0.000223,7.0,0.11699999999999999,-22.32,0.0,0.0318,159.375,4.0,0.423,https://api.spotify.com/v1/tracks/5ihS6UUlyQAfmp48eSkxuQ,spotify:track:5ihS6UUlyQAfmp48eSkxuQ,https://api.spotify.com/v1/audio-analysis/5ihS6UUlyQAfmp48eSkxuQ
655,Talking to the Moon,Bruno Mars,161DnLWsx1i3u1JT05lzqU,pop,0.511,0.498,217867.0,0.59,0.0,1.0,0.107,-4.721,0.0,0.032,145.86700000000002,4.0,0.0784,https://api.spotify.com/v1/tracks/161DnLWsx1i3u1JT05lzqU,spotify:track:161DnLWsx1i3u1JT05lzqU,https://api.spotify.com/v1/audio-analysis/161DnLWsx1i3u1JT05lzqU
656,Kokomo,The Beach Boys,2OZyDYkNED6mIDi8RXLnWy,rock,0.0107,0.684,215573.0,0.643,0.0,0.0,0.292,-10.252,1.0,0.0329,115.571,4.0,0.922,https://api.spotify.com/v1/tracks/2OZyDYkNED6mIDi8RXLnWy,spotify:track:2OZyDYkNED6mIDi8RXLnWy,https://api.spotify.com/v1/audio-analysis/2OZyDYkNED6mIDi8RXLnWy
657,Bring on the Lucie (FREDA PEEPLE),Richard Ashcroft,70AoSvYhE45mUglxr9Ctig,rock,0.0222,0.509,279148.0,0.922,0.0,4.0,0.14,-4.013,1.0,0.0411,163.072,4.0,0.884,https://api.spotify.com/v1/tracks/70AoSvYhE45mUglxr9Ctig,spotify:track:70AoSvYhE45mUglxr9Ctig,https://api.spotify.com/v1/audio-analysis/70AoSvYhE45mUglxr9Ctig
658,Change the World,Eric Clapton,6BQNJ0JFKh8sWjQLI6Zudi,rock,0.49200000000000005,0.721,234867.0,0.5579999999999999,0.00563,9.0,0.113,-8.8,1.0,0.0246,96.887,4.0,0.542,https://api.spotify.com/v1/tracks/6BQNJ0JFKh8sWjQLI6Zudi,spotify:track:6BQNJ0JFKh8sWjQLI6Zudi,https://api.spotify.com/v1/audio-analysis/6BQNJ0JFKh8sWjQLI6Zudi
659,"Layla - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,3BEZCNZSmVv30vsMNSOCri,rock,0.321,0.5579999999999999,289027.0,0.524,0.0009519999999999999,2.0,0.94,-11.626,0.0,0.0459,93.654,4.0,0.636,https://api.spotify.com/v1/tracks/3BEZCNZSmVv30vsMNSOCri,spotify:track:3BEZCNZSmVv30vsMNSOCri,https://api.spotify.com/v1/audio-analysis/3BEZCNZSmVv30vsMNSOCri
660,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,612VcBshQcy4mpB2utGc3H,rock,0.8,0.695,280000.0,0.336,0.00264,9.0,0.701,-12.999,1.0,0.0313,79.109,4.0,0.42200000000000004,https://api.spotify.com/v1/tracks/612VcBshQcy4mpB2utGc3H,spotify:track:612VcBshQcy4mpB2utGc3H,https://api.spotify.com/v1/audio-analysis/612VcBshQcy4mpB2utGc3H
661,Wonderful Tonight,Eric Clapton,6zC0mpGYwbNTpk9SKwh08f,rock,0.649,0.5720000000000001,225027.0,0.214,0.129,7.0,0.125,-15.625,1.0,0.0293,95.542,4.0,0.485,https://api.spotify.com/v1/tracks/6zC0mpGYwbNTpk9SKwh08f,spotify:track:6zC0mpGYwbNTpk9SKwh08f,https://api.spotify.com/v1/audio-analysis/6zC0mpGYwbNTpk9SKwh08f
662,California Girls - Remix/Remastered 2001,The Beach Boys,6bJuuCtXYiwOcKT9s8uRh8,rock,0.47100000000000003,0.503,160360.0,0.62,0.0,11.0,0.159,-6.069,1.0,0.0296,116.59899999999999,4.0,0.713,https://api.spotify.com/v1/tracks/6bJuuCtXYiwOcKT9s8uRh8,spotify:track:6bJuuCtXYiwOcKT9s8uRh8,https://api.spotify.com/v1/audio-analysis/6bJuuCtXYiwOcKT9s8uRh8
663,Surfin' U.S.A. - Remastered 2001,The Beach Boys,0wz1LjDb9ZNEYwOmDJ3Q4b,rock,0.6609999999999999,0.55,149373.0,0.8540000000000001,0.0,3.0,0.11199999999999999,-5.968,1.0,0.036000000000000004,159.231,4.0,0.965,https://api.spotify.com/v1/tracks/0wz1LjDb9ZNEYwOmDJ3Q4b,spotify:track:0wz1LjDb9ZNEYwOmDJ3Q4b,https://api.spotify.com/v1/audio-analysis/0wz1LjDb9ZNEYwOmDJ3Q4b
664,I Get Around (Mono),The Beach Boys,3v9xlH6BpmRbqL7hgNJhfT,rock,0.36,0.39,134387.0,0.625,0.0,9.0,0.0663,-7.813,0.0,0.0537,144.338,4.0,0.514,https://api.spotify.com/v1/tracks/3v9xlH6BpmRbqL7hgNJhfT,spotify:track:3v9xlH6BpmRbqL7hgNJhfT,https://api.spotify.com/v1/audio-analysis/3v9xlH6BpmRbqL7hgNJhfT
665,Country Air - Remastered 2001,The Beach Boys,0gPVwXtUoT1Whc9xtd09PF,rock,0.16699999999999998,0.342,142333.0,0.304,0.155,2.0,0.26,-9.151,1.0,0.031,172.77,3.0,0.156,https://api.spotify.com/v1/tracks/0gPVwXtUoT1Whc9xtd09PF,spotify:track:0gPVwXtUoT1Whc9xtd09PF,https://api.spotify.com/v1/audio-analysis/0gPVwXtUoT1Whc9xtd09PF
666,Wild Honey - Remastered,The Beach Boys,5Phhw1cIA41fyoXABRBaZs,rock,0.0857,0.535,160000.0,0.596,0.00037200000000000004,7.0,0.33399999999999996,-7.267,1.0,0.0304,121.39200000000001,4.0,0.76,https://api.spotify.com/v1/tracks/5Phhw1cIA41fyoXABRBaZs,spotify:track:5Phhw1cIA41fyoXABRBaZs,https://api.spotify.com/v1/audio-analysis/5Phhw1cIA41fyoXABRBaZs
667,I Was Made To Love Her - Remastered 2001,The Beach Boys,0rWq91aOVmzagnKJMfCtl9,rock,0.0165,0.515,127000.0,0.64,0.0,10.0,0.251,-7.417000000000001,1.0,0.0269,100.11,4.0,0.948,https://api.spotify.com/v1/tracks/0rWq91aOVmzagnKJMfCtl9,spotify:track:0rWq91aOVmzagnKJMfCtl9,https://api.spotify.com/v1/audio-analysis/0rWq91aOVmzagnKJMfCtl9
668,Common People,Pulp,2fXKyAyPrEa24c6PJyqznF,rock,0.0057,0.314,351627.0,0.797,5.59e-05,0.0,0.0718,-9.026,1.0,0.038,145.393,4.0,0.569,https://api.spotify.com/v1/tracks/2fXKyAyPrEa24c6PJyqznF,spotify:track:2fXKyAyPrEa24c6PJyqznF,https://api.spotify.com/v1/audio-analysis/2fXKyAyPrEa24c6PJyqznF
669,A Thing Or Two - Remastered 2001,The Beach Boys,1qttm0yfvZzfbGMPqNkuJY,rock,0.738,0.6409999999999999,162840.0,0.332,0.0228,3.0,0.301,-10.731,1.0,0.0472,129.225,4.0,0.628,https://api.spotify.com/v1/tracks/1qttm0yfvZzfbGMPqNkuJY,spotify:track:1qttm0yfvZzfbGMPqNkuJY,https://api.spotify.com/v1/audio-analysis/1qttm0yfvZzfbGMPqNkuJY
670,Darlin' - Remastered,The Beach Boys,4BcAcEbp6j6luowfAliUfW,rock,0.00533,0.63,134560.0,0.6609999999999999,1.4499999999999998e-05,11.0,0.162,-7.465,1.0,0.0263,126.975,4.0,0.953,https://api.spotify.com/v1/tracks/4BcAcEbp6j6luowfAliUfW,spotify:track:4BcAcEbp6j6luowfAliUfW,https://api.spotify.com/v1/audio-analysis/4BcAcEbp6j6luowfAliUfW
671,Darlin’,The Beach Boys,0k0uAPdnrsrLyH2YHShWYP,rock,0.005520000000000001,0.605,138608.0,0.8190000000000001,2.54e-06,11.0,0.359,-4.308,1.0,0.0263,127.56299999999999,4.0,0.9309999999999999,https://api.spotify.com/v1/tracks/0k0uAPdnrsrLyH2YHShWYP,spotify:track:0k0uAPdnrsrLyH2YHShWYP,https://api.spotify.com/v1/audio-analysis/0k0uAPdnrsrLyH2YHShWYP
672,Ordinary Love - Extraordinary Mix,U2,5K8cyMKcnG4rx5ocW3u7OW,rock,0.0207,0.617,227173.0,0.621,3.8e-05,11.0,0.0879,-10.232999999999999,1.0,0.0306,124.992,4.0,0.37799999999999995,https://api.spotify.com/v1/tracks/5K8cyMKcnG4rx5ocW3u7OW,spotify:track:5K8cyMKcnG4rx5ocW3u7OW,https://api.spotify.com/v1/audio-analysis/5K8cyMKcnG4rx5ocW3u7OW
673,I Don't Want to Know - 2004 Remaster,Fleetwood Mac,3B1lK5gNppO22gQLozrxeA,rock,0.0633,0.722,196853.0,0.6970000000000001,0.0103,11.0,0.0675,-7.03,1.0,0.0278,139.34799999999998,4.0,0.9420000000000001,https://api.spotify.com/v1/tracks/3B1lK5gNppO22gQLozrxeA,spotify:track:3B1lK5gNppO22gQLozrxeA,https://api.spotify.com/v1/audio-analysis/3B1lK5gNppO22gQLozrxeA
674,The Chain - 2004 Remaster,Fleetwood Mac,5e9TFTbltYBg2xThimr0rU,rock,0.009000000000000001,0.545,270213.0,0.67,0.000822,9.0,0.0451,-8.81,1.0,0.0496,151.553,4.0,0.48100000000000004,https://api.spotify.com/v1/tracks/5e9TFTbltYBg2xThimr0rU,spotify:track:5e9TFTbltYBg2xThimr0rU,https://api.spotify.com/v1/audio-analysis/5e9TFTbltYBg2xThimr0rU
675,You Make Loving Fun - 2004 Remaster,Fleetwood Mac,55mQhobuwtY7lfLAXylg1k,rock,0.0133,0.62,216627.0,0.604,0.102,7.0,0.10400000000000001,-9.088,0.0,0.0261,126.57600000000001,4.0,0.857,https://api.spotify.com/v1/tracks/55mQhobuwtY7lfLAXylg1k,spotify:track:55mQhobuwtY7lfLAXylg1k,https://api.spotify.com/v1/audio-analysis/55mQhobuwtY7lfLAXylg1k
676,Songbird - 2004 Remaster,Fleetwood Mac,6DrXZwTuhl5Ow4mcmSWjME,rock,0.982,0.389,200813.0,0.0851,0.00187,5.0,0.10099999999999999,-15.477,1.0,0.0346,184.298,4.0,0.364,https://api.spotify.com/v1/tracks/6DrXZwTuhl5Ow4mcmSWjME,spotify:track:6DrXZwTuhl5Ow4mcmSWjME,https://api.spotify.com/v1/audio-analysis/6DrXZwTuhl5Ow4mcmSWjME
677,Go Your Own Way - 2004 Remaster,Fleetwood Mac,4xh7W7tlNMIczFhupCPniY,rock,0.0167,0.586,223613.0,0.941,0.000776,5.0,0.068,-5.138999999999999,1.0,0.0375,135.44799999999998,4.0,0.831,https://api.spotify.com/v1/tracks/4xh7W7tlNMIczFhupCPniY,spotify:track:4xh7W7tlNMIczFhupCPniY,https://api.spotify.com/v1/audio-analysis/4xh7W7tlNMIczFhupCPniY
678,Don't Stop - 2004 Remaster,Fleetwood Mac,3CPeWqqaHR0hmyfsWhMJQs,rock,0.0373,0.672,193347.0,0.72,9.38e-06,9.0,0.0371,-7.781000000000001,1.0,0.035,118.73100000000001,4.0,0.828,https://api.spotify.com/v1/tracks/3CPeWqqaHR0hmyfsWhMJQs,spotify:track:3CPeWqqaHR0hmyfsWhMJQs,https://api.spotify.com/v1/audio-analysis/3CPeWqqaHR0hmyfsWhMJQs
679,Never Going Back Again - 2004 Remaster,Fleetwood Mac,19Shlms2uTnOjIUg50TXzd,rock,0.858,0.654,134400.0,0.336,0.385,6.0,0.0786,-12.825,1.0,0.0379,176.083,4.0,0.9470000000000001,https://api.spotify.com/v1/tracks/19Shlms2uTnOjIUg50TXzd,spotify:track:19Shlms2uTnOjIUg50TXzd,https://api.spotify.com/v1/audio-analysis/19Shlms2uTnOjIUg50TXzd
680,Dreams - 2004 Remaster,Fleetwood Mac,0ofHAoxe9vBkTCp2UQIavz,rock,0.0644,0.828,257800.0,0.49200000000000005,0.00428,0.0,0.128,-9.744,1.0,0.0276,120.15100000000001,4.0,0.789,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz
681,Gold Dust Woman - 2004 Remaster,Fleetwood Mac,2ssyECwAX5JxtcAUTFw7wI,rock,0.259,0.6659999999999999,295627.0,0.599,0.000769,7.0,0.373,-9.352,1.0,0.0305,123.16,4.0,0.696,https://api.spotify.com/v1/tracks/2ssyECwAX5JxtcAUTFw7wI,spotify:track:2ssyECwAX5JxtcAUTFw7wI,https://api.spotify.com/v1/audio-analysis/2ssyECwAX5JxtcAUTFw7wI
682,Silver Springs - 2004 Remaster,Fleetwood Mac,4nZi6XNe36Ut4Nij3IQ1yC,rock,0.007659999999999999,0.348,288787.0,0.5760000000000001,0.0462,0.0,0.276,-8.388,1.0,0.0289,179.014,4.0,0.428,https://api.spotify.com/v1/tracks/4nZi6XNe36Ut4Nij3IQ1yC,spotify:track:4nZi6XNe36Ut4Nij3IQ1yC,https://api.spotify.com/v1/audio-analysis/4nZi6XNe36Ut4Nij3IQ1yC
683,Gettin' Tighter,Deep Purple,3R21LktdU3UAKYWGiD5Jr0,rock,0.0007379999999999999,0.428,217747.0,0.7709999999999999,0.0772,7.0,0.14400000000000002,-11.866,1.0,0.0712,121.51,4.0,0.7090000000000001,https://api.spotify.com/v1/tracks/3R21LktdU3UAKYWGiD5Jr0,spotify:track:3R21LktdU3UAKYWGiD5Jr0,https://api.spotify.com/v1/audio-analysis/3R21LktdU3UAKYWGiD5Jr0
684,Always On The Run,Lenny Kravitz,3xxBAMUVusDLjLFwwL9qoY,rock,0.0215,0.52,233067.0,0.875,0.03,9.0,0.0709,-8.075,1.0,0.151,169.21400000000003,4.0,0.887,https://api.spotify.com/v1/tracks/3xxBAMUVusDLjLFwwL9qoY,spotify:track:3xxBAMUVusDLjLFwwL9qoY,https://api.spotify.com/v1/audio-analysis/3xxBAMUVusDLjLFwwL9qoY
685,Billie Jean,Michael Jackson,5ChkMS8OtdzJeqyybCc9R5,pop,0.0236,0.92,293827.0,0.654,0.0158,11.0,0.0359,-3.051,0.0,0.0401,117.046,4.0,0.847,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,spotify:track:5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5
686,Landlady,U2,04yNTogtZSbl40k7GVvLuO,rock,0.523,0.611,241400.0,0.499,4.13e-06,7.0,0.127,-11.31,1.0,0.0445,149.91,4.0,0.29600000000000004,https://api.spotify.com/v1/tracks/04yNTogtZSbl40k7GVvLuO,spotify:track:04yNTogtZSbl40k7GVvLuO,https://api.spotify.com/v1/audio-analysis/04yNTogtZSbl40k7GVvLuO
687,Red Flag Day,U2,5EUCP8FTOGYUBqaYaYVpmm,rock,0.009640000000000001,0.635,199707.0,0.736,1.97e-06,7.0,0.0399,-6.877999999999999,0.0,0.0375,150.119,4.0,0.634,https://api.spotify.com/v1/tracks/5EUCP8FTOGYUBqaYaYVpmm,spotify:track:5EUCP8FTOGYUBqaYaYVpmm,https://api.spotify.com/v1/audio-analysis/5EUCP8FTOGYUBqaYaYVpmm
688,Summer Of Love,U2,70ItvfhDJSvIpYCVQoxqEg,rock,0.0823,0.723,204067.0,0.413,6.76e-06,4.0,0.0823,-8.586,0.0,0.0321,120.01299999999999,4.0,0.741,https://api.spotify.com/v1/tracks/70ItvfhDJSvIpYCVQoxqEg,spotify:track:70ItvfhDJSvIpYCVQoxqEg,https://api.spotify.com/v1/audio-analysis/70ItvfhDJSvIpYCVQoxqEg
689,American Soul,U2,6jfpkIQbqY5lraWp0Uo9aQ,rock,0.0367,0.58,261733.0,0.8009999999999999,2.1600000000000003e-05,4.0,0.261,-7.854,0.0,0.0577,130.024,4.0,0.371,https://api.spotify.com/v1/tracks/6jfpkIQbqY5lraWp0Uo9aQ,spotify:track:6jfpkIQbqY5lraWp0Uo9aQ,https://api.spotify.com/v1/audio-analysis/6jfpkIQbqY5lraWp0Uo9aQ
690,You’re The Best Thing About Me,U2,2dhJM2skHC9D41gHj34Kgw,rock,0.002,0.65,225400.0,0.78,1.18e-06,2.0,0.294,-6.712999999999999,1.0,0.0351,117.023,4.0,0.809,https://api.spotify.com/v1/tracks/2dhJM2skHC9D41gHj34Kgw,spotify:track:2dhJM2skHC9D41gHj34Kgw,https://api.spotify.com/v1/audio-analysis/2dhJM2skHC9D41gHj34Kgw
691,Grace,U2,1ERxZwkfoHM91tdOWVPI78,rock,0.867,0.371,332773.0,0.23800000000000002,0.0241,0.0,0.0966,-16.164,1.0,0.0299,179.99,4.0,0.32899999999999996,https://api.spotify.com/v1/tracks/1ERxZwkfoHM91tdOWVPI78,spotify:track:1ERxZwkfoHM91tdOWVPI78,https://api.spotify.com/v1/audio-analysis/1ERxZwkfoHM91tdOWVPI78
692,When I Look At The World,U2,0sUel4RFYFqMEdsyQdQXg6,rock,0.0829,0.55,257493.0,0.772,0.0265,9.0,0.364,-7.1770000000000005,1.0,0.0261,100.031,4.0,0.528,https://api.spotify.com/v1/tracks/0sUel4RFYFqMEdsyQdQXg6,spotify:track:0sUel4RFYFqMEdsyQdQXg6,https://api.spotify.com/v1/audio-analysis/0sUel4RFYFqMEdsyQdQXg6
693,Peace On Earth,U2,7iiWVxIbSWNKZBUxxt8dC5,rock,0.018000000000000002,0.546,288240.0,0.513,0.00475,7.0,0.0882,-10.6,1.0,0.0314,101.99700000000001,4.0,0.302,https://api.spotify.com/v1/tracks/7iiWVxIbSWNKZBUxxt8dC5,spotify:track:7iiWVxIbSWNKZBUxxt8dC5,https://api.spotify.com/v1/audio-analysis/7iiWVxIbSWNKZBUxxt8dC5
694,Wild Honey,U2,0yU5K8BVb8N1UTHk2POblO,rock,0.00274,0.565,226893.0,0.784,1.4400000000000001e-05,7.0,0.106,-7.245,1.0,0.0287,125.13799999999999,4.0,0.385,https://api.spotify.com/v1/tracks/0yU5K8BVb8N1UTHk2POblO,spotify:track:0yU5K8BVb8N1UTHk2POblO,https://api.spotify.com/v1/audio-analysis/0yU5K8BVb8N1UTHk2POblO
695,Kite,U2,4Wjaa3vx2BiLGF01AZMlHb,rock,0.0138,0.431,264333.0,0.6579999999999999,0.0864,4.0,0.657,-5.952000000000001,1.0,0.0334,134.035,4.0,0.2,https://api.spotify.com/v1/tracks/4Wjaa3vx2BiLGF01AZMlHb,spotify:track:4Wjaa3vx2BiLGF01AZMlHb,https://api.spotify.com/v1/audio-analysis/4Wjaa3vx2BiLGF01AZMlHb
696,Beautiful Day,U2,0gzqZ9d1jIKo9psEIthwXe,rock,0.0154,0.536,248400.0,0.9279999999999999,0.00134,11.0,0.2,-6.492000000000001,0.0,0.0589,136.25799999999998,4.0,0.389,https://api.spotify.com/v1/tracks/0gzqZ9d1jIKo9psEIthwXe,spotify:track:0gzqZ9d1jIKo9psEIthwXe,https://api.spotify.com/v1/audio-analysis/0gzqZ9d1jIKo9psEIthwXe
697,Elevation,U2,4BC2WQKrZdqMX6rHsvVbUy,rock,0.000974,0.578,226627.0,0.807,0.00041600000000000003,9.0,0.0526,-8.078,1.0,0.0361,110.053,4.0,0.384,https://api.spotify.com/v1/tracks/4BC2WQKrZdqMX6rHsvVbUy,spotify:track:4BC2WQKrZdqMX6rHsvVbUy,https://api.spotify.com/v1/audio-analysis/4BC2WQKrZdqMX6rHsvVbUy
698,Walk On,U2,3pUWV5hvXsI9diJ9TeNeCh,rock,0.00379,0.528,296240.0,0.8320000000000001,0.00042,2.0,0.153,-6.461,1.0,0.0265,100.15799999999999,4.0,0.633,https://api.spotify.com/v1/tracks/3pUWV5hvXsI9diJ9TeNeCh,spotify:track:3pUWV5hvXsI9diJ9TeNeCh,https://api.spotify.com/v1/audio-analysis/3pUWV5hvXsI9diJ9TeNeCh
699,Lights Of Home,U2,2pguQFntKxYZNGvXvZVWDp,rock,0.08199999999999999,0.617,256893.0,0.708,0.0,2.0,0.11699999999999999,-7.146,0.0,0.0328,145.963,4.0,0.46399999999999997,https://api.spotify.com/v1/tracks/2pguQFntKxYZNGvXvZVWDp,spotify:track:2pguQFntKxYZNGvXvZVWDp,https://api.spotify.com/v1/audio-analysis/2pguQFntKxYZNGvXvZVWDp
700,I Still Haven't Found What I'm Looking For,U2,6wpGqhRvJGNNXwWlPmkMyO,rock,0.0135,0.564,277477.0,0.774,0.0019100000000000002,1.0,0.0861,-9.424,1.0,0.0368,100.89399999999999,4.0,0.657,https://api.spotify.com/v1/tracks/6wpGqhRvJGNNXwWlPmkMyO,spotify:track:6wpGqhRvJGNNXwWlPmkMyO,https://api.spotify.com/v1/audio-analysis/6wpGqhRvJGNNXwWlPmkMyO
701,Hush - 1998 Remaster,Deep Purple,2Vim06YsRb4uJRpbeq6NR6,rock,0.0045899999999999995,0.57,266840.0,0.635,0.17600000000000002,10.0,0.0901,-10.231,1.0,0.0482,108.431,4.0,0.196,https://api.spotify.com/v1/tracks/2Vim06YsRb4uJRpbeq6NR6,spotify:track:2Vim06YsRb4uJRpbeq6NR6,https://api.spotify.com/v1/audio-analysis/2Vim06YsRb4uJRpbeq6NR6
702,Cocaine,Eric Clapton,2udGjDmpK1dH9VGyw7nrei,rock,0.0607,0.6990000000000001,221640.0,0.502,0.0337,9.0,0.317,-12.526,1.0,0.0278,105.26700000000001,4.0,0.6759999999999999,https://api.spotify.com/v1/tracks/2udGjDmpK1dH9VGyw7nrei,spotify:track:2udGjDmpK1dH9VGyw7nrei,https://api.spotify.com/v1/audio-analysis/2udGjDmpK1dH9VGyw7nrei
703,Wish You Were Here,Pink Floyd,6mFkJmJqdDVQ1REhVfGgd1,rock,0.735,0.48100000000000004,334744.0,0.262,0.0114,7.0,0.8320000000000001,-15.73,1.0,0.0414,122.861,4.0,0.375,https://api.spotify.com/v1/tracks/6mFkJmJqdDVQ1REhVfGgd1,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/audio-analysis/6mFkJmJqdDVQ1REhVfGgd1
704,Until The End Of The World,U2,4iiX7axMHcc76BGM0QJEY5,rock,5.79e-05,0.502,278480.0,0.68,0.33,2.0,0.507,-10.437999999999999,1.0,0.028999999999999998,102.25200000000001,4.0,0.573,https://api.spotify.com/v1/tracks/4iiX7axMHcc76BGM0QJEY5,spotify:track:4iiX7axMHcc76BGM0QJEY5,https://api.spotify.com/v1/audio-analysis/4iiX7axMHcc76BGM0QJEY5
705,All I Want Is You,U2,34sL4eaI8UKWOyYpCvoboU,rock,0.106,0.239,389933.0,0.442,0.0411,1.0,0.0738,-11.494000000000002,1.0,0.0308,185.72299999999998,4.0,0.4,https://api.spotify.com/v1/tracks/34sL4eaI8UKWOyYpCvoboU,spotify:track:34sL4eaI8UKWOyYpCvoboU,https://api.spotify.com/v1/audio-analysis/34sL4eaI8UKWOyYpCvoboU
706,One,U2,3G69vJMWsX6ZohTykad2AU,rock,0.245,0.392,276187.0,0.534,0.0010400000000000001,0.0,0.155,-8.793,1.0,0.0369,181.305,4.0,0.325,https://api.spotify.com/v1/tracks/3G69vJMWsX6ZohTykad2AU,spotify:track:3G69vJMWsX6ZohTykad2AU,https://api.spotify.com/v1/audio-analysis/3G69vJMWsX6ZohTykad2AU
707,Get Out Of Your Own Way,U2,4nXYb4yc3c1a3NWqdpDrnd,rock,0.0273,0.564,238293.0,0.7809999999999999,4.94e-05,2.0,0.561,-9.697000000000001,1.0,0.0517,130.035,4.0,0.415,https://api.spotify.com/v1/tracks/4nXYb4yc3c1a3NWqdpDrnd,spotify:track:4nXYb4yc3c1a3NWqdpDrnd,https://api.spotify.com/v1/audio-analysis/4nXYb4yc3c1a3NWqdpDrnd
708,Stuck In A Moment You Can't Get Out Of,U2,1klDPm7SfsS32hl7KHV9iy,rock,0.40700000000000003,0.526,273467.0,0.665,0.000271,4.0,0.16899999999999998,-4.997,1.0,0.0243,158.493,4.0,0.285,https://api.spotify.com/v1/tracks/1klDPm7SfsS32hl7KHV9iy,spotify:track:1klDPm7SfsS32hl7KHV9iy,https://api.spotify.com/v1/audio-analysis/1klDPm7SfsS32hl7KHV9iy
709,Desire,U2,4D01oA1mGouaAT7fubvKRT,rock,0.000212,0.49,179360.0,0.8270000000000001,0.00406,8.0,0.11199999999999999,-9.481,1.0,0.0482,108.57700000000001,4.0,0.626,https://api.spotify.com/v1/tracks/4D01oA1mGouaAT7fubvKRT,spotify:track:4D01oA1mGouaAT7fubvKRT,https://api.spotify.com/v1/audio-analysis/4D01oA1mGouaAT7fubvKRT
710,The Ground Beneath Her Feet,U2,7wYhWdHm4mSuLClftdcQjt,rock,0.0456,0.4,223828.0,0.561,0.051,8.0,0.0821,-7.65,1.0,0.0371,174.328,4.0,0.20800000000000002,https://api.spotify.com/v1/tracks/7wYhWdHm4mSuLClftdcQjt,spotify:track:7wYhWdHm4mSuLClftdcQjt,https://api.spotify.com/v1/audio-analysis/7wYhWdHm4mSuLClftdcQjt
